topic,term,prob
topic 3,lead,8.861360095260235e-4
topic 3,mitigate,3.0940180913744054e-4
topic 3,nexus,1.1216188010917275e-4
topic 3,orient,1.988185073919961e-4
topic 3,preference,3.4898840064298857e-4
topic 3,propose,8.24405883113483e-4
topic 3,rural,0.0017800065789895798
topic 3,sized,1.1197035764240946e-4
topic 3,ultimately,6.123248708555563e-4
topic 3,activity,0.001722669912405846
topic 3,assign,2.3497640604142316e-4
topic 3,component,8.38586693039128e-4
topic 3,composition,0.0013898953818873726
topic 3,conceptual,2.4021228606158678e-4
topic 3,concern,2.680174946216483e-4
topic 3,connection,2.454715445588365e-4
topic 3,describe,8.225293090617222e-4
topic 3,desert,2.3238424344055624e-4
topic 3,differentiate,2.682263292997283e-4
topic 3,diversity,0.002027555680825113
topic 3,essential,3.707707046621392e-4
topic 3,expect,1.1039435397750933e-4
topic 3,family,3.843357826362215e-4
topic 3,index,5.742563241613189e-4
topic 3,linear,1.651173972022169e-4
topic 3,morocco,3.813413377776046e-4
topic 3,parameter,9.290923739437132e-4
topic 3,recommendation,1.2959845509943042e-4
topic 3,record,8.553043392228308e-4
topic 3,reflect,6.400097065093387e-4
topic 3,regard,8.900670751725347e-4
topic 3,richness,0.001335795703059738
topic 3,scarce,1.348818511302977e-4
topic 3,sequence,1.5718286902796795e-4
topic 3,serve,5.486897533386351e-4
topic 3,southern,3.684541068728549e-4
topic 3,specie,0.008061026869811335
topic 3,stress,3.356587980632006e-4
topic 3,age,4.1692975809511237e-4
topic 3,condition,0.00215419446979152
topic 3,day,2.460486585469684e-4
topic 3,degree,4.478613719798795e-4
topic 3,depend,5.318327985232775e-4
topic 3,event,4.7772160894192967e-4
topic 3,extent,3.5284010927158857e-4
topic 3,external,3.4624265201587887e-4
topic 3,gender,1.8114315011997066e-4
topic 3,mixed,8.673975448657082e-4
topic 3,predictor,6.722677582816872e-4
topic 3,prevalence,3.5603597389255974e-4
topic 3,program,1.089319334051619e-4
topic 3,red,1.1197034589628777e-4
topic 3,relative,3.8116259297321105e-4
topic 3,rely,4.268465686702122e-4
topic 3,set,5.281716025730939e-4
topic 3,yellow,2.997815040168321e-4
topic 3,yield,7.669630420570329e-4
topic 3,adjustment,1.1239238676516471e-4
topic 3,direct,0.001115971316386153
topic 3,distribution,8.62193414512053e-4
topic 3,estimate,6.928596102578677e-4
topic 3,evolution,4.1644996358597316e-4
topic 3,implementation,5.016309203585243e-4
topic 3,improvement,1.2185943182816599e-4
topic 3,locate,2.888800732083313e-4
topic 3,major,0.0011320544575481543
topic 3,obvious,1.1189013275130358e-4
topic 3,offer,4.975446281852135e-4
topic 3,past,7.794132619070601e-4
topic 3,pose,3.042769869176624e-4
topic 3,promote,0.0014869624969309084
topic 3,report,0.0012611374291364695
topic 3,risk,0.0014188690329251929
topic 3,sand,5.467628275971548e-4
topic 3,space,8.509974857587898e-4
topic 3,spatial,4.6796161236700793e-4
topic 3,strategic,1.3844534784115603e-4
topic 3,temporal,1.7337575364510625e-4
topic 3,tend,1.6154983038210654e-4
topic 3,transformation,2.7732317123433807e-4
topic 3,consistent,3.9654943784211554e-4
topic 3,delta,1.913043596963468e-4
topic 3,detailed,5.524091328753333e-4
topic 3,disproportionally,1.1196989096837735e-4
topic 3,dominate,1.7396288488882113e-4
topic 3,enable,7.58401409061503e-4
topic 3,engineering,1.1170679924046596e-4
topic 3,estuary,4.290400034193602e-4
topic 3,evolve,1.2618956992848445e-4
topic 3,expert,1.2337261057394515e-4
topic 3,exploitation,0.0011399957048697277
topic 3,geography,1.5927454768258634e-4
topic 3,history,7.622245689733128e-4
topic 3,illustrate,4.095438131941903e-4
topic 3,inhabit,2.2394071528343738e-4
topic 3,intensification,6.491761322777066e-4
topic 3,landform,1.229637819960734e-4
topic 3,limitation,1.318473845984794e-4
topic 3,mega,6.317349780392555e-4
topic 3,quantitative,1.8047639823882424e-4
topic 3,target,3.727829718401362e-4
topic 3,threat,0.0016912748843457522
topic 3,typically,2.912533462605143e-4
topic 3,undergo,1.4124617283915454e-4
topic 3,urbanization,6.063880422904212e-4
topic 3,vulnerable,2.5598013864790674e-4
topic 3,world,0.001417287905755717
topic 3,yangtze,4.4788143056776906e-4
topic 3,coliform,1.683065224146436e-4
topic 3,compare,0.0012035507227834837
topic 3,concentration,6.32856884810684e-4
topic 3,cost,1.0595137584729678e-4
topic 3,cover,0.003693060570674719
topic 3,expand,3.719267505587596e-4
topic 3,informant,1.7339068410733078e-4
topic 3,initial,2.1812960805074226e-4
topic 3,live,6.879545592469418e-4
topic 3,maker,2.692083172318751e-4
topic 3,negative,8.069236032154978e-4
topic 3,plant,0.007247912588123432
topic 3,play,3.838100833355123e-4
topic 3,pollution,7.212241273939625e-4
topic 3,project,7.743326188897692e-4
topic 3,protect,0.0010916116632218318
topic 3,reservoir,2.0252883579678022e-4
topic 3,site,0.0021994204113300942
topic 3,tap,1.149392198260754e-4
topic 3,total,6.427836629748873e-4
topic 3,trace,3.329747711115515e-4
topic 3,transdisciplinary,2.3181792472793587e-4
topic 3,treatment,2.2753183318950047e-4
topic 3,caution,1.352370795080847e-4
topic 3,close,4.829081536247867e-4
topic 3,combination,2.3878695847082395e-4
topic 3,delivery,2.3854813754518043e-4
topic 3,experiment,1.2919339406608632e-4
topic 3,integral,2.0290600838247054e-4
topic 3,interact,6.90049725025333e-4
topic 3,ongoing,2.668750965111234e-4
topic 3,outperform,4.469097164122481e-4
topic 3,physical,4.1664240178595694e-4
topic 3,produce,5.753848201638375e-4
topic 3,productivity,6.371286594487095e-4
topic 3,rotation,4.419425581821333e-4
topic 3,rule,0.00141117728532635
topic 3,sample,0.00109140558428049
topic 3,select,6.771224603917839e-4
topic 3,stratified,1.3277088765566026e-4
topic 3,strictly,1.266028514914891e-4
topic 3,united,3.307878385933176e-4
topic 3,valley,0.0017847160034602345
topic 3,accord,1.982319555726638e-4
topic 3,attempt,4.282522473797066e-4
topic 3,baseline,1.0398736190134872e-4
topic 3,cross,6.475639450178862e-4
topic 3,design,3.3457890134930946e-4
topic 3,financial,1.3632812720495088e-4
topic 3,flexibility,1.2228708833375015e-4
topic 3,legislation,1.2322484854406472e-4
topic 3,mechanism,2.2245378076993265e-4
topic 3,monitoring,5.432454057973013e-4
topic 3,nation,1.1197035764050242e-4
topic 3,paradigm,1.937927976874526e-4
topic 3,pre,3.0864939857627195e-4
topic 3,preservation,1.29691940714356e-4
topic 3,principle,3.3128985087994264e-4
topic 3,ramification,1.11944241794785e-4
topic 3,requisite,3.273072594929985e-4
topic 3,scientific,9.261408795762201e-4
topic 3,theory,0.0025855623179540693
topic 3,africa,0.0016123189615237744
topic 3,african,1.1173788057844486e-4
topic 3,build,0.0013958218455209796
topic 3,center,1.2509299528002367e-4
topic 3,collaborative,2.6429649314945635e-4
topic 3,enhance,7.45310009476997e-4
topic 3,home,3.6564575236901697e-4
topic 3,learn,5.669626771134088e-4
topic 3,longitudinal,3.719880842780368e-4
topic 3,previous,4.4192671284179453e-4
topic 3,reconcile,1.1334657491338838e-4
topic 3,transformative,1.1197035764142372e-4
topic 3,accompany,1.1197035764263342e-4
topic 3,citizen,1.5412388014242293e-4
topic 3,claim,2.7857387670073144e-4
topic 3,complete,1.3162659004592673e-4
topic 3,individual,0.0010862195899804096
topic 3,landscape,0.003600415932877906
topic 3,public,2.4888087660219246e-4
topic 3,response,0.0021504312860546725
topic 3,root,7.538408212447505e-4
topic 3,independent,3.8634854699770257e-4
topic 3,intervention,4.935540227622414e-4
topic 3,labour,8.505419050186132e-4
topic 3,performance,3.0882283090433437e-4
topic 3,stand,0.001080928653804587
topic 3,stimulate,1.1355681722777861e-4
topic 3,urban,0.02185456274258752
topic 3,advocate,1.2091793828078622e-4
topic 3,bias,1.202533874230539e-4
topic 3,determine,8.938869079006121e-4
topic 3,improved,1.8777992371917144e-4
topic 3,late,1.7454137197544188e-4
topic 3,single,4.124510058910243e-4
topic 3,versus,1.5561155252854584e-4
topic 3,abundant,2.617804821417521e-4
topic 3,attention,2.3334955672438677e-4
topic 3,categorize,1.6415990112349734e-4
topic 3,contemporary,2.6723321421048883e-4
topic 3,express,4.4447138210176597e-4
topic 3,health,0.002360213338123562
topic 3,inform,7.71684210140407e-4
topic 3,invasive,0.0022130203513565576
topic 3,lesson,2.3349253198456303e-4
topic 3,manager,2.793708651253679e-4
topic 3,recognition,4.528343117105312e-4
topic 3,recognize,4.330953129908122e-4
topic 3,seek,2.1324868364786483e-4
topic 3,vision,1.4343773477575752e-4
topic 3,argue,0.0010500782197327622
topic 3,coast,2.701937016223219e-4
topic 3,colleague,1.1197035764285739e-4
topic 3,formal,2.4834482678965156e-4
topic 3,informal,2.5315233759694896e-4
topic 3,overview,2.2394071442987371e-4
topic 3,sense,4.3466009034437056e-4
topic 3,suggestion,1.186323294685533e-4
topic 3,agriculture,1.867226530608497e-4
topic 3,california,6.426887716972278e-4
topic 3,cap,1.9141594012294223e-4
topic 3,couple,6.557656706356093e-4
topic 3,dataset,2.502424750190887e-4
topic 3,extraction,2.21354410832759e-4
topic 3,greatly,1.3255609177918124e-4
topic 3,habitat,3.600225950694684e-4
topic 3,housing,3.9940279601553244e-4
topic 3,remain,0.001164892595939424
topic 3,spatially,1.4138687974238042e-4
topic 3,trade,5.582064933625326e-4
topic 3,win,3.9910643999720846e-4
topic 3,act,2.954619568541328e-4
topic 3,aetiology,1.1197035764194224e-4
topic 3,association,6.465308333766754e-4
topic 3,bome,1.1197035764194205e-4
topic 3,chain,1.5387035213994973e-4
topic 3,confound,1.1197035764233228e-4
topic 3,confounder,1.1197035764194205e-4
topic 3,consist,2.2313523486018377e-4
topic 3,deforestation,1.7998193150240436e-4
topic 3,disease,0.0019600747466301215
topic 3,epidemic,1.1344490444751319e-4
topic 3,inevitably,1.1197035649166617e-4
topic 3,infectious,5.588750083065022e-4
topic 3,malaria,1.1197035764234502e-4
topic 3,matter,1.748733254670269e-4
topic 3,meningitis,1.1197035764194224e-4
topic 3,monitor,5.163157489495871e-4
topic 3,onchocerciasis,1.1197035764194205e-4
topic 3,pathogen,4.4765155206272727e-4
topic 3,significance,8.531683377724398e-4
topic 3,statistical,3.504359210444551e-4
topic 3,tease,1.1197035764221433e-4
topic 3,transmission,0.0010216436963661236
topic 3,vector,2.4198865440802652e-4
topic 3,west,4.089056207593882e-4
topic 3,wide,7.243040130170584e-4
topic 3,annual,4.7230416618760003e-4
topic 3,characterize,7.534299439289188e-4
topic 3,cooperation,3.890694022784095e-4
topic 3,drastic,1.1415441018369661e-4
topic 3,heterogeneity,1.6578569694791878e-4
topic 3,importance,0.002203494306233982
topic 3,bio,4.478362992350522e-4
topic 3,cadmium,2.239407152838845e-4
topic 3,chemical,3.3591107292591904e-4
topic 3,collect,0.0010916989959822584
topic 3,concert,2.1436770382221248e-4
topic 3,fao,1.1197033121627206e-4
topic 3,hazard,4.102289576164689e-4
topic 3,kumasi,1.1197035764194205e-4
topic 3,microbial,2.23904418612013e-4
topic 3,nearby,2.486358101957977e-4
topic 3,primary,3.083017752420022e-4
topic 3,recommend,7.924183413512939e-4
topic 3,remedial,1.119703576419846e-4
topic 3,reside,2.319705071437406e-4
topic 3,standard,5.202122621263829e-4
topic 3,strength,1.696750627712486e-4
topic 3,test,3.230665830358059e-4
topic 3,toxin,1.1197035764193667e-4
topic 3,vendor,3.3591107292710467e-4
topic 3,buffer,2.239407152860362e-4
topic 3,fine,1.119703576391312e-4
topic 3,predict,0.0010570851977293571
topic 3,variation,2.1728074171096736e-4
topic 3,assemblage,1.2179800037641976e-4
topic 3,biological,8.108208832163202e-4
topic 3,hypothesize,1.0545880990378991e-4
topic 3,lag,1.6412770978018728e-4
topic 3,majority,1.8763274802238112e-4
topic 3,residue,1.2552886241468643e-4
topic 3,dry,2.6813219796069506e-4
topic 3,expose,1.119703576413889e-4
topic 3,middle,3.0461537119458873e-4
topic 3,mountains,1.4760294389886094e-4
topic 3,negatively,0.0010261559710701338
topic 3,primarily,9.495753121774708e-4
topic 3,sensitive,1.038106506135291e-4
topic 3,temperate,3.6895443818024963e-4
topic 3,tropical,5.717159987550799e-4
topic 3,congruence,1.025628104043203e-4
topic 3,explanatory,3.676471200452763e-4
topic 3,proximity,2.9508560634024266e-4
topic 3,publish,2.2085464838985012e-4
topic 3,success,4.065725044999921e-4
topic 3,constitute,4.668314261325324e-4
topic 3,establishment,5.386650321336109e-4
topic 3,identification,1.3973833960562588e-4
topic 3,plot,4.821001452931612e-4
topic 3,trigger,4.787695506554354e-4
topic 3,florida,1.1524441498131383e-4
topic 3,formation,1.1197035764304852e-4
topic 3,nest,1.1417464700932003e-4
topic 3,observe,6.66152618035786e-4
topic 3,phenomenon,1.257138525225971e-4
topic 3,rich,2.2388380329764278e-4
topic 3,selection,2.5861036492371315e-4
topic 3,shift,3.9374862500287706e-4
topic 3,specifically,3.495520778968152e-4
topic 3,trait,1.0412482997592373e-4
topic 3,motivate,2.527875204308549e-4
topic 3,option,1.5049254427722852e-4
topic 3,rate,8.181975199970617e-4
topic 3,criterion,2.1766832644416544e-4
topic 3,fit,6.363335048457514e-4
topic 3,heterogeneous,4.0337254503281693e-4
topic 3,hold,7.733591038163639e-4
topic 3,inter,1.675950920507673e-4
topic 3,navigate,1.3353914752745806e-4
topic 3,salient,3.3556005286996784e-4
topic 3,setting,2.3733055777516777e-4
topic 3,trap,4.003840635395578e-4
topic 3,urgent,6.340486346501821e-4
topic 3,exogenous,2.2331097256356492e-4
topic 3,overexploitation,1.1197035764374109e-4
topic 3,summer,6.010753510832323e-4
topic 3,necessarily,2.3398464241195533e-4
topic 3,runoff,3.4928565424687945e-4
topic 3,scientist,1.5581480274936817e-4
topic 3,societal,4.401397614820644e-4
topic 3,stem,2.6588388032436214e-4
topic 3,storage,6.704354628073856e-4
topic 3,watershe,3.382137138167659e-4
topic 3,compliance,2.2394071528383875e-4
topic 3,dilemma,2.2585594171998139e-4
topic 3,foundational,2.812584687624285e-4
topic 3,hypoxia,1.1197035764261114e-4
topic 3,ostrom,3.193438071093105e-4
topic 3,revise,1.1197035764194822e-4
topic 3,sustain,2.3425325102885986e-4
topic 3,theorize,2.23940715284661e-4
topic 3,ability,8.922374913214614e-4
topic 3,aid,1.1197035764250096e-4
topic 3,anthropogenic,3.6612545908193373e-4
topic 3,distribute,1.409643781850584e-4
topic 3,forestry,7.927703618061559e-4
topic 3,north,5.438168706030464e-4
topic 3,vegetation,6.709206029139916e-4
topic 3,iii,2.4143777085542645e-4
topic 3,india,1.1478447956253972e-4
topic 3,lie,2.4331613084749976e-4
topic 3,agro,4.034021806877632e-4
topic 3,classification,2.1956933598751805e-4
topic 3,cropland,1.1190377190369528e-4
topic 3,density,0.002710611942662335
topic 3,host,4.926307665594406e-4
topic 3,intensity,5.567797472410561e-4
topic 3,livestock,0.0016728002464567993
topic 3,location,3.6702241790156117e-4
topic 3,pastoral,3.8467862296398395e-4
topic 3,prioritize,2.0992975618811286e-4
topic 3,unknown,2.393895652776839e-4
topic 3,agroecosystem,2.2355902767827693e-4
topic 3,amount,1.8076683343774813e-4
topic 3,correlate,0.0014250656964116602
topic 3,correlation,3.773972440086339e-4
topic 3,database,2.638755671517387e-4
topic 3,education,9.456255523165385e-4
topic 3,fertilizer,4.478814305511653e-4
topic 3,genetically,2.2393958155369576e-4
topic 3,hunger,1.4688802974606484e-4
topic 3,input,4.908960482047034e-4
topic 3,insecurity,4.539475232512869e-4
topic 3,leverage,3.8892660962740574e-4
topic 3,organic,0.0018443687393111471
topic 3,percent,8.794730399222402e-4
topic 3,pesticide,5.213236099182346e-4
topic 3,regression,9.669766734470187e-4
topic 3,track,1.9917497388042985e-4
topic 3,constraint,1.7828314360435508e-4
topic 3,creation,1.1197035764275574e-4
topic 3,debate,1.252579516935488e-4
topic 3,exchange,1.515857633878141e-4
topic 3,mediate,2.733368117605652e-4
topic 3,possibility,2.649175582565034e-4
topic 3,view,0.0012809962969428982
topic 3,choose,1.2223776616846613e-4
topic 3,net,2.343501751333872e-4
topic 3,stewardship,3.1873074339356224e-4
topic 3,worldview,6.337932461114988e-4
topic 3,ameliorate,0.00022389505192269859
topic 3,divert,1.932358948481633e-4
topic 3,employ,1.2602297273573817e-4
topic 3,historic,2.738861544424407e-4
topic 3,memory,0.0010077158500172274
topic 3,mexico,4.777364816551344e-4
topic 3,northern,7.642708554884851e-4
topic 3,reliance,3.7548738965588306e-4
topic 3,stable,0.0010148184353289684
topic 3,trajectory,0.0010819434574403266
topic 3,vary,2.94771264987195e-4
topic 3,acronym,1.1196736738446387e-4
topic 3,active,1.4910025352630362e-4
topic 3,alberto,1.1196693012470838e-4
topic 3,channel,2.1214985781463805e-4
topic 3,cut,2.2394070049758613e-4
topic 3,daily,5.661792366600458e-4
topic 3,erosion,2.9649887428395076e-4
topic 3,feeling,1.1196915557351076e-4
topic 3,forage,1.7462736841892016e-4
topic 3,fuelwood,6.616633184662003e-4
topic 3,identity,5.923822096458692e-4
topic 3,indicators,1.119695840496346e-4
topic 3,ixmiquilpan,1.1196414992786437e-4
topic 3,laevigata,1.1195902036359157e-4
topic 3,leguminous,2.2393886433714027e-4
topic 3,life,3.4169691354504175e-4
topic 3,mesmis,1.11967697952842e-4
topic 3,mesquite,5.598091676684485e-4
topic 3,mezquital,1.1196502332740193e-4
topic 3,migrate,1.907339455816119e-4
topic 3,nowadays,1.2589367415989135e-4
topic 3,numerous,2.8941072253938453e-4
topic 3,principal,1.8646965474090289e-4
topic 3,propagation,2.239407152838845e-4
topic 3,purpose,2.450468947194526e-4
topic 3,regeneration,6.836163552687837e-4
topic 3,register,1.1197009496453821e-4
topic 3,shade,3.359110729258268e-4
topic 3,spanish,1.1193277913263398e-4
topic 3,tree,0.01671350746859746
topic 3,adjacent,9.302350872056303e-4
topic 3,living,4.607371917811288e-4
topic 3,maintain,0.0010173400759943595
topic 3,material,2.547108760580912e-4
topic 3,official,1.1502956414098897e-4
topic 3,restrict,1.1308591070121564e-4
topic 3,traditional,0.0021303787725481735
topic 3,understudied,2.080912456808391e-4
topic 3,achievement,1.1197035764318895e-4
topic 3,double,1.1197035764304056e-4
topic 3,move,6.892960778586373e-4
topic 3,behavior,6.81281244425709e-4
topic 3,existence,3.1695834510200155e-4
topic 3,favor,1.2733173638954594e-4
topic 3,hypothesis,0.0010115720411227552
topic 3,original,2.3805515090819792e-4
topic 3,widely,7.769340229851206e-4
topic 3,ethnicity,1.1197035764197089e-4
topic 3,intention,2.694771367550118e-4
topic 3,norm,2.4016679115643577e-4
topic 3,private,6.222352292787591e-4
topic 3,suppress,1.1562818991599521e-4
topic 3,dependence,4.8610465203974897e-4
topic 3,explicit,1.3360894297379672e-4
topic 3,resilient,2.4357186169567636e-4
topic 3,respond,2.424987243787863e-4
topic 3,authors,1.1197035764404242e-4
topic 3,deep,2.214890320019903e-4
topic 3,evaluate,4.6941171266828233e-4
topic 3,heavily,1.1646168212988794e-4
topic 3,commit,1.1197035764268772e-4
topic 3,entity,1.2841196909068266e-4
topic 3,foster,2.35949610138153e-4
topic 3,frontier,4.324716493832641e-4
topic 3,geographically,2.228530938087009e-4
topic 3,grass,0.0013110353130873632
topic 3,highland,3.8739010608982176e-4
topic 3,investigation,3.324886639264196e-4
topic 3,manner,1.3584156917619087e-4
topic 3,multidisciplinary,1.1195871469977339e-4
topic 3,rare,1.3236691104080025e-4
topic 3,distinctly,1.318532170765255e-4
topic 3,output,3.4724304804336335e-4
topic 3,ownership,1.4315872260502933e-4
topic 3,step,2.47280796262805e-4
topic 3,strike,1.119703576427828e-4
topic 3,transferability,1.1197009349988453e-4
topic 3,operational,1.0154791129205702e-4
topic 3,opinion,1.1197035764295225e-4
topic 3,belt,1.11970357642021e-4
topic 3,disruption,1.1197035764306642e-4
topic 3,equilibrium,5.081941189140664e-4
topic 3,initiative,2.315390974748123e-4
topic 3,mapping,1.387653261514644e-4
topic 3,peninsula,2.6400732191424073e-4
topic 3,task,1.1494040474588104e-4
topic 3,discharge,5.107658178609202e-4
topic 3,exercise,1.8892136296556867e-4
topic 3,repair,2.029024203567234e-4
topic 3,historically,1.97515491795838e-4
topic 3,landowner,3.864289778206509e-4
topic 3,metapopulation,0.0014554480046572945
topic 3,nile,8.737694117655659e-4
topic 3,persist,5.261990825974725e-4
topic 3,posit,1.5126592669141524e-4
topic 3,prevalent,1.2251090710577395e-4
topic 3,redundancy,1.505963336369952e-4
topic 3,absolute,1.5020676052661223e-4
topic 3,duration,1.7736957724126648e-4
topic 3,french,1.8871386990153348e-4
topic 3,maximum,1.1197035764193847e-4
topic 3,measurement,1.2749278716357238e-4
topic 3,quantify,5.050599825530596e-4
topic 3,spring,1.170103136375964e-4
topic 3,challenging,1.0421339248470674e-4
topic 3,diversion,1.1195817413774435e-4
topic 3,legacy,0.001184524266106922
topic 3,organisation,2.458041234404976e-4
topic 3,prediction,1.5964566073368666e-4
topic 3,requirement,2.2632202966255577e-4
topic 3,species,8.291178383430654e-4
topic 3,thermal,1.1193566027604726e-4
topic 3,failure,2.0425859042659536e-4
topic 3,harvesting,4.164145562383196e-4
topic 3,inhibit,1.0999372791619123e-4
topic 3,sparse,1.204577463649509e-4
topic 3,table,1.1448259093465126e-4
topic 3,tragedy,2.2507763359026802e-4
topic 3,anticipate,2.2379408773383214e-4
topic 3,desirable,1.1330629351886694e-4
topic 3,heritage,7.109483258964012e-4
topic 3,revitalization,1.1197035764216442e-4
topic 3,rock,1.480757017577571e-4
topic 3,transform,2.6271432050726997e-4
topic 3,undesirable,1.1623986712061557e-4
topic 3,weak,2.677027064619933e-4
topic 3,direction,2.6261509949511685e-4
topic 3,partnership,1.166683680450876e-4
topic 3,respect,1.400392659248389e-4
topic 3,warrant,1.1197035764214492e-4
topic 3,account,2.2685353927727028e-4
topic 3,counteract,1.1197035736298457e-4
topic 3,distinct,3.604445757535206e-4
topic 3,hotspot,5.523374564115174e-4
topic 3,mountainous,2.253466754975241e-4
topic 3,overlap,1.1277784858974888e-4
topic 3,owe,1.7026296521651372e-4
topic 3,proportion,0.00030597160661219167
topic 3,slope,1.2337768728045686e-4
topic 3,specialize,1.0693331244987483e-4
topic 3,abrupt,1.5046560302568653e-4
topic 3,constant,3.220523539832833e-4
topic 3,constituent,1.4006289630395035e-4
topic 3,contributor,1.187830403231941e-4
topic 3,examination,1.3760899085772958e-4
topic 3,grab,1.037940868118519e-4
topic 3,hco,2.239407152838845e-4
topic 3,internal,3.29290216364748e-4
topic 3,ion,1.1197035764194224e-4
topic 3,mid,4.3976849843127444e-4
topic 3,persistent,1.3652453980274803e-4
topic 3,salinas,3.359110729258268e-4
topic 3,salinization,1.1197035764216939e-4
topic 3,sampling,4.336441860534317e-4
topic 3,solute,1.1197035764194224e-4
topic 3,storm,6.085814511489705e-4
topic 3,weathering,2.239407152838845e-4
topic 3,bycatch,2.975740526752515e-4
topic 3,fair,1.844553967262084e-4
topic 3,green,7.258731537170436e-4
topic 3,healthy,1.484003045377529e-4
topic 3,price,3.617903148584207e-4
topic 3,producer,0.0019977038951751722
topic 3,complicate,2.2394071528522986e-4
topic 3,cutback,2.2394071522047621e-4
topic 3,fed,4.4788143056776906e-4
topic 3,limicola,1.1197035757838217e-4
topic 3,occupancy,3.3591107278798423e-4
topic 3,patch,9.98251043579433e-4
topic 3,patchy,1.1197035539572203e-4
topic 3,rallus,1.1197035762619538e-4
topic 3,strongly,4.643043692937091e-4
topic 3,testing,2.2393083045301268e-4
topic 3,trapping,1.1197035762664271e-4
topic 3,turnover,1.119642757500646e-4
topic 3,virginia,1.1197035748659671e-4
topic 3,extensive,4.7250215061201616e-4
topic 3,free,1.1440207191127214e-4
topic 3,optimize,3.0035643171969314e-4
topic 3,raise,1.733196896211431e-4
topic 3,andor,2.729120618485565e-4
topic 3,assume,2.2921501037070238e-4
topic 3,dispersal,1.368965446063346e-4
topic 3,distance,5.334545609311954e-4
topic 3,ecologically,2.3699476835300394e-4
topic 3,organism,1.119703576199046e-4
topic 3,removal,6.404666656880133e-4
topic 3,status,0.0012104450172972516
topic 3,usa,2.1631144567957203e-4
topic 3,wildlife,0.0013567278202432467
topic 3,distinguish,1.061154711999203e-4
topic 3,disturbance,0.0023663037191038487
topic 3,lose,2.733936270445456e-4
topic 3,separate,1.8509874397714017e-4
topic 3,barrier,3.326519988183891e-4
topic 3,burden,1.1197035764278399e-4
topic 3,dynamical,1.1197030651203192e-4
topic 3,ease,1.2298706127321208e-4
topic 3,magnitude,4.137331734861288e-4
topic 3,reliability,1.1610037782669554e-4
topic 3,shock,2.2394071527379156e-4
topic 3,average,2.157426204043666e-4
topic 3,confer,2.04079787274996e-4
topic 3,efficacy,1.937739591735792e-4
topic 3,functionality,1.1743135075638534e-4
topic 3,functioning,2.9970158031235506e-4
topic 3,observed,2.1252530152223614e-4
topic 3,perturbation,4.085433629819131e-4
topic 3,post,4.29997349450084e-4
topic 3,subsequently,1.5945799773788437e-4
topic 3,enhanced,2.2392928908837747e-4
topic 3,pursuit,1.1197035764301351e-4
topic 3,conserve,1.5511728972342277e-4
topic 3,incentivize,1.1197034611899292e-4
topic 3,sandy,2.1626630778240252e-4
topic 3,concurrent,1.4407057815381236e-4
topic 3,eastern,4.923591024226583e-4
topic 3,harvest,3.657785136434349e-4
topic 3,harvester,2.4498653930869567e-4
topic 3,bay,6.581328822311522e-4
topic 3,brazil,2.463862426203499e-4
topic 3,disturb,2.0238382047686217e-4
topic 3,encounter,1.119703576429992e-4
topic 3,transparency,1.4188859469193893e-4
topic 3,detrimental,1.1197035764246575e-4
topic 3,harmful,4.447574932410396e-4
topic 3,phytoplankton,1.1197035764217018e-4
topic 3,provisioning,2.4040782569676114e-4
topic 3,zooplankton,1.1197035764173777e-4
topic 3,psychological,2.6227389959378265e-4
topic 3,rarely,3.064156894091848e-4
topic 3,commercial,1.3012962249756558e-4
topic 3,woman,1.4353558742180272e-4
topic 3,aesthetical,1.1197035752495504e-4
topic 3,animal,0.0011071825214622275
topic 3,bait,1.1196836843378626e-4
topic 3,chwaka,1.119703323397108e-4
topic 3,cultivation,1.73725859382292e-4
topic 3,dema,1.1197035673739452e-4
topic 3,instrumental,1.5814035247289413e-4
topic 3,medicine,4.445444568554168e-4
topic 3,questionnaire,1.0623770117169105e-4
topic 3,religious,1.1197035761041471e-4
topic 3,seaweed,2.239407137358261e-4
topic 3,spiritual,1.0903878415270509e-4
topic 3,substrate,1.1197035647360451e-4
topic 3,dependency,9.788621357335666e-4
topic 3,distributional,3.5049510986375474e-4
topic 3,justice,2.6436242580129453e-4
topic 3,notion,6.202665508518814e-4
topic 3,seed,1.3687136796425946e-4
topic 3,tangible,1.1197035764292839e-4
topic 3,abundance,0.0015641815194639256
topic 3,ecologist,6.043768916415151e-4
topic 3,surprise,1.1476145128519978e-4
topic 3,philippines,1.5109814828106316e-4
topic 3,spread,4.753161478396852e-4
topic 3,chinook,1.1197023990073983e-4
topic 3,synergistic,1.0511175308013829e-4
topic 3,tshawytscha,1.1197033042606498e-4
topic 3,characterise,1.6834796933560474e-4
topic 3,disaster,1.936598590498071e-4
topic 3,outstanding,1.1197035764251925e-4
topic 3,respective,1.8639157149509894e-4
topic 3,contextually,1.1197035764352767e-4
topic 3,supplement,1.1197035764232751e-4
topic 3,accept,1.9835480138030503e-4
topic 3,bottom,2.3921655988030108e-4
topic 3,compromise,1.7671696567011402e-4
topic 3,hope,1.5441755030455804e-4
topic 3,irrational,1.0567054305738462e-4
topic 3,programme,1.246181713263105e-4
topic 3,classify,1.1827576932870667e-4
topic 3,destructive,1.2278214031413804e-4
topic 3,mobilize,1.2520849497264436e-4
topic 3,multivariate,3.430147110320499e-4
topic 3,peri,5.973283907651395e-4
topic 3,actively,1.7583510176940527e-4
