doc_id,sentence_id,token_id,token,lemma,pos,entity
text13,1,10,necessitating,necessitate,VERB,
text13,1,11,adaptive,adaptive,ADJ,
text13,1,12,governance,governance,NOUN,
text13,1,13,.,.,PUNCT,
text13,2,1,But,but,CCONJ,
text13,2,2,how,how,SCONJ,
text13,2,3,can,can,AUX,
text13,2,4,such,such,ADJ,
text13,2,5,adaptive,adaptive,ADJ,
text13,2,6,governance,governance,NOUN,
text13,2,7,be,be,AUX,
text13,2,8,operationalized,operationalize,VERB,
text13,2,9,?,?,PUNCT,
text13,3,1,The,the,DET,
text13,3,2,article,article,NOUN,
text13,3,3,offers,offer,VERB,
text13,3,4,a,a,DET,
text13,3,5,three,three,NUM,CARDINAL_B
text13,3,6,-,-,PUNCT,
text13,3,7,point,point,NOUN,
text13,3,8,argument,argument,NOUN,
text13,3,9,to,to,PART,
text13,3,10,approach,approach,VERB,
text13,3,11,this,this,DET,
text13,3,12,question,question,NOUN,
text13,3,13,.,.,PUNCT,
text13,4,1,First,first,ADV,ORDINAL_B
text13,4,2,",",",",PUNCT,
text13,4,3,people,people,NOUN,
text13,4,4,and,and,CCONJ,
text13,4,5,environment,environment,NOUN,
text13,4,6,need,need,VERB,
text13,4,7,to,to,PART,
text13,4,8,be,be,AUX,
text13,4,9,considered,consider,VERB,
text13,4,10,together,together,ADV,
text13,4,11,",",",",PUNCT,
text13,4,12,as,as,SCONJ,
text13,4,13,social,social,ADJ,
text13,4,14,(,(,PUNCT,
text13,4,15,human,human,NOUN,
text13,4,16,),),PUNCT,
text13,4,17,and,and,CCONJ,
text13,4,18,ecological,ecological,ADJ,
text13,4,19,(,(,PUNCT,
text13,4,20,biophysical,biophysical,ADJ,
text13,4,21,),),PUNCT,
text13,4,22,subsystems,subsystem,NOUN,
text13,4,23,are,be,AUX,
text13,4,24,linked,link,VERB,
text13,4,25,by,by,ADP,
text13,4,26,mutual,mutual,ADJ,
text13,4,27,feedbacks,feedback,NOUN,
text13,4,28,",",",",PUNCT,
text13,4,29,and,and,CCONJ,
text13,4,30,are,be,AUX,
text13,4,31,interdependent,interdependent,ADJ,
text13,4,32,and,and,CCONJ,
text13,4,33,co,co,ADJ,
text13,4,34,-,-,ADJ,
text13,4,35,evolutionary,evolutionary,ADJ,
text13,4,36,.,.,PUNCT,
text13,5,1,These,these,DET,
text13,5,2,integrated,integrated,ADJ,
text13,5,3,systems,system,NOUN,
text13,5,4,of,of,ADP,
text13,5,5,humans,human,NOUN,
text13,5,6,and,and,CCONJ,
text13,5,7,environment,environment,NOUN,
text13,5,8,(,(,PUNCT,
text13,5,9,social,social,ADJ,
text13,5,10,-,-,PUNCT,
text13,5,11,ecological,ecological,ADJ,
text13,5,12,systems,system,NOUN,
text13,5,13,),),PUNCT,
text13,5,14,provide,provide,VERB,
text13,5,15,an,an,DET,
text13,5,16,appropriate,appropriate,ADJ,
text13,5,17,unit,unit,NOUN,
text13,5,18,of,of,ADP,
text13,5,19,analysis,analysis,NOUN,
text13,5,20,.,.,PUNCT,
text13,6,1,Second,second,ADV,ORDINAL_B
text13,6,2,",",",",PUNCT,
text13,6,3,the,the,DET,
text13,6,4,resilience,resilience,NOUN,
text13,6,5,approach,approach,VERB,
text13,6,6,deals,deal,NOUN,
text13,6,7,with,with,ADP,
text13,6,8,change,change,NOUN,
text13,6,9,in,in,ADP,
text13,6,10,multilevel,multilevel,ADJ,
text13,6,11,complex,complex,ADJ,
text13,6,12,systems,system,NOUN,
text13,6,13,",",",",PUNCT,
text13,6,14,and,and,CCONJ,
text13,6,15,has,have,AUX,
text13,6,16,stimulated,stimulate,VERB,
text13,6,17,much,much,ADJ,
text13,6,18,of,of,ADP,
text13,6,19,the,the,DET,
text13,6,20,adaptive,adaptive,ADJ,
text13,6,21,governance,governance,NOUN,
text13,6,22,literature,literature,NOUN,
text13,6,23,by,by,ADP,
text13,6,24,addressing,address,VERB,
text13,6,25,uncertainty,uncertainty,NOUN,
text13,6,26,and,and,CCONJ,
text13,6,27,adaptation,adaptation,NOUN,
text13,6,28,to,to,ADP,
text13,6,29,unforeseen,unforeseen,ADJ,
text13,6,30,future,future,ADJ,
text13,6,31,changes,change,NOUN,
text13,6,32,.,.,PUNCT,
text13,7,1,Third,third,ADV,ORDINAL_B
text13,7,2,",",",",PUNCT,
text13,7,3,there,there,PRON,
text13,7,4,is,be,VERB,
text13,7,5,a,a,DET,
text13,7,6,need,need,NOUN,
text13,7,7,to,to,PART,
text13,7,8,foster,foster,VERB,
text13,7,9,collaborative,collaborative,ADJ,
text13,7,10,approaches,approach,NOUN,
text13,7,11,to,to,PART,
text13,7,12,improve,improve,VERB,
text13,7,13,social,social,ADJ,
text13,7,14,and,and,CCONJ,
text13,7,15,institutional,institutional,ADJ,
text13,7,16,learning,learning,NOUN,
text13,7,17,",",",",PUNCT,
text13,7,18,as,as,ADP,
text13,7,19,for,for,ADP,
text13,7,20,example,example,NOUN,
text13,7,21,in,in,ADP,
text13,7,22,adaptive,adaptive,ADJ,
text13,7,23,management,management,NOUN,
text13,7,24,",",",",PUNCT,
text13,7,25,collaborative,collaborative,ADJ,
text13,7,26,learning,learning,NOUN,
text13,7,27,networks,network,NOUN,
text13,7,28,",",",",PUNCT,
text13,7,29,and,and,CCONJ,
text13,7,30,knowledge,knowledge,NOUN,
text13,7,31,co,co,NOUN,
text13,7,32,-,-,NOUN,
text13,7,33,production,production,NOUN,
text13,7,34,.,.,PUNCT,
text13,8,1,Collaborative,collaborative,ADJ,
text13,8,2,learning,learning,NOUN,
text13,8,3,is,be,AUX,
text13,8,4,perhaps,perhaps,ADV,
text13,8,5,where,where,SCONJ,
text13,8,6,further,further,ADJ,
text13,8,7,research,research,NOUN,
text13,8,8,",",",",PUNCT,
text13,8,9,experimentation,experimentation,NOUN,
text13,8,10,",",",",PUNCT,
text13,8,11,and,and,CCONJ,
text13,8,12,application,application,NOUN,
text13,8,13,might,might,AUX,
text13,8,14,make,make,VERB,
text13,8,15,a,a,DET,
text13,8,16,difference,difference,NOUN,
text13,8,17,for,for,ADP,
text13,8,18,operationalizing,operationalize,VERB,
text13,8,19,adaptive,adaptive,ADJ,
text13,8,20,governance,governance,NOUN,
text13,8,21,",",",",PUNCT,
text13,8,22,with,with,ADP,
text13,8,23,a,a,DET,
text13,8,24,focus,focus,NOUN,
text13,8,25,on,on,ADP,
text13,8,26,institutions,institution,NOUN,
text13,8,27,",",",",PUNCT,
text13,8,28,at,at,ADP,
text13,8,29,all,all,DET,
text13,8,30,levels,level,NOUN,
text13,8,31,from,from,ADP,
text13,8,32,local,local,ADJ,
text13,8,33,to,to,ADP,
text13,8,34,international,international,ADJ,
text13,8,35,.,.,PUNCT,
text14,1,1,Even,even,ADV,
text14,1,2,though,though,SCONJ,
text14,1,3,the,the,DET,
text14,1,4,study,study,NOUN,
text14,1,5,of,of,ADP,
text14,1,6,the,the,DET,
text14,1,7,commons,common,NOUN,
text14,1,8,has,have,AUX,
text14,1,9,been,be,AUX,
text14,1,10,expanding,expand,VERB,
text14,1,11,rapidly,rapidly,ADV,
text14,1,12,in,in,ADP,
text14,1,13,the,the,DET,DATE_B
text14,1,14,past,past,ADJ,DATE_I
text14,1,15,years,year,NOUN,DATE_I
text14,1,16,",",",",PUNCT,
text14,1,17,and,and,CCONJ,
text14,1,18,there,there,PRON,
text14,1,19,have,have,AUX,
text14,1,20,been,be,AUX,
text14,1,21,multiple,multiple,ADJ,
text14,1,22,cases,case,NOUN,
text14,1,23,of,of,ADP,
text14,1,24,successful,successful,ADJ,
text14,1,25,local,local,ADJ,
text14,1,26,conservation,conservation,NOUN,
text14,1,27,initiatives,initiative,NOUN,
text14,1,28,",",",",PUNCT,
text14,1,29,still,still,ADV,
text14,1,30,",",",",PUNCT,
text14,1,31,significant,significant,ADJ,
text14,1,32,gaps,gap,NOUN,
text14,1,33,in,in,ADP,
text14,1,34,knowledge,knowledge,NOUN,
text14,1,35,remain,remain,VERB,
text14,1,36,.,.,PUNCT,
text14,2,1,The,the,DET,ORG_B
text14,2,2,Social,Social,PROPN,ORG_I
text14,2,3,-,-,PUNCT,ORG_I
text14,2,4,Ecological,Ecological,PROPN,ORG_I
text14,2,5,Systems,Systems,PROPN,ORG_I
text14,2,6,framework,framework,NOUN,
text14,2,7,attempts,attempt,NOUN,
text14,2,8,to,to,PART,
text14,2,9,analyse,analyse,VERB,
text14,2,10,the,the,DET,
text14,2,11,linkages,linkage,NOUN,
text14,2,12,between,between,ADP,
text14,2,13,the,the,DET,
text14,2,14,`,`,PUNCT,
text14,2,15,`,`,PUNCT,
text14,2,16,human,human,ADJ,
text14,2,17,system,system,NOUN,
text14,2,18,{,{,PUNCT,
text14,2,19,'','',PUNCT,
text14,2,20,},},PUNCT,
text14,2,21,(,(,PUNCT,
text14,2,22,society,society,NOUN,
text14,2,23,),),PUNCT,
text14,2,24,and,and,CCONJ,
text14,2,25,the,the,DET,
text14,2,26,`,`,PUNCT,
text14,2,27,`,`,PUNCT,
text14,2,28,natural,natural,ADJ,
text14,2,29,system,system,NOUN,
text14,2,30,{,{,PUNCT,
text14,2,31,'','',PUNCT,
text14,2,32,(,(,PUNCT,
text14,2,33,ecosystems,ecosystem,NOUN,
text14,2,34,),),PUNCT,
text14,2,35,.,.,PUNCT,
text14,3,1,In,in,ADP,
text14,3,2,every,every,DET,
text14,3,3,conservation,conservation,NOUN,
text14,3,4,attempt,attempt,NOUN,
text14,3,5,",",",",PUNCT,
text14,3,6,the,the,DET,
text14,3,7,interactions,interaction,NOUN,
text14,3,8,and,and,CCONJ,
text14,3,9,feedback,feedback,NOUN,
text14,3,10,between,between,ADP,
text14,3,11,the,the,DET,
text14,3,12,two,two,NUM,CARDINAL_B
text14,3,13,systems,system,NOUN,
text14,3,14,become,become,VERB,
text14,3,15,evident,evident,ADJ,
text14,3,16,.,.,PUNCT,
text14,4,1,By,by,ADP,
text14,4,2,examining,examine,VERB,
text14,4,3,thoroughly,thoroughly,ADV,
text14,4,4,this,this,DET,
text14,4,5,relationship,relationship,NOUN,
text14,4,6,through,through,ADP,
text14,4,7,the,the,DET,
text14,4,8,SES,SES,PROPN,ORG_B
text14,4,9,lens,len,NOUN,
text14,4,10,",",",",PUNCT,
text14,4,11,we,we,PRON,
text14,4,12,can,can,AUX,
text14,4,13,develop,develop,VERB,
text14,4,14,a,a,DET,
text14,4,15,deep,deep,ADJ,
text14,4,16,and,and,CCONJ,
text14,4,17,holistic,holistic,ADJ,
text14,4,18,understanding,understanding,NOUN,
text14,4,19,of,of,ADP,
text14,4,20,the,the,DET,
text14,4,21,processes,process,NOUN,
text14,4,22,that,that,PRON,
text14,4,23,should,should,AUX,
text14,4,24,be,be,AUX,
text14,4,25,taken,take,VERB,
text14,4,26,into,into,ADP,
text14,4,27,consideration,consideration,NOUN,
text14,4,28,before,before,ADP,
text14,4,29,the,the,DET,
text14,4,30,implementation,implementation,NOUN,
text14,4,31,of,of,ADP,
text14,4,32,conservation,conservation,NOUN,
text14,4,33,actions,action,NOUN,
text14,4,34,.,.,PUNCT,
text14,5,1,This,this,DET,
text14,5,2,study,study,NOUN,
text14,5,3,",",",",PUNCT,
text14,5,4,through,through,ADP,
text14,5,5,the,the,DET,
text14,5,6,exploration,exploration,NOUN,
text14,5,7,of,of,ADP,
text14,5,8,the,the,DET,
text14,5,9,fisheries,fishery,NOUN,
text14,5,10,management,management,NOUN,
text14,5,11,procedures,procedure,NOUN,
text14,5,12,in,in,ADP,
text14,5,13,Japan,Japan,PROPN,GPE_B
text14,5,14,",",",",PUNCT,
text14,5,15,attempts,attempt,VERB,
text14,5,16,to,to,PART,
text14,5,17,develop,develop,VERB,
text14,5,18,an,an,DET,
text14,5,19,understanding,understanding,NOUN,
text14,5,20,of,of,ADP,
text14,5,21,how,how,SCONJ,
text14,5,22,the,the,DET,
text14,5,23,adoption,adoption,NOUN,
text14,5,24,of,of,ADP,
text14,5,25,the,the,DET,ORG_B
text14,5,26,Social,Social,PROPN,ORG_I
text14,5,27,-,-,PUNCT,ORG_I
text14,5,28,Ecological,Ecological,PROPN,ORG_I
text14,5,29,Systems,Systems,PROPN,ORG_I
text14,5,30,approach,approach,NOUN,
text14,5,31,could,could,AUX,
text14,5,32,promote,promote,VERB,
text14,5,33,local,local,ADJ,
text14,5,34,development,development,NOUN,
text14,5,35,in,in,ADP,
text14,5,36,the,the,DET,
text14,5,37,insular,insular,ADJ,
text14,5,38,periphery,periphery,NOUN,
text14,5,39,of,of,ADP,
text14,5,40,the,the,DET,
text14,5,41,developed,developed,ADJ,
text14,5,42,world,world,NOUN,
text14,5,43,",",",",PUNCT,
text14,5,44,in,in,ADP,
text14,5,45,countries,country,NOUN,
text14,5,46,like,like,ADP,
text14,5,47,Greece,Greece,PROPN,GPE_B
text14,5,48,",",",",PUNCT,
text14,5,49,where,where,SCONJ,
text14,5,50,public,public,ADJ,
text14,5,51,participation,participation,NOUN,
text14,5,52,in,in,ADP,
text14,5,53,the,the,DET,
text14,5,54,decision,decision,NOUN,
text14,5,55,-,-,PUNCT,
text14,5,56,making,make,VERB,
text14,5,57,processes,process,NOUN,
text14,5,58,is,be,AUX,
text14,5,59,limited,limited,ADJ,
text14,5,60,.,.,PUNCT,
text15,1,1,Land,land,NOUN,
text15,1,2,fragmentation,fragmentation,NOUN,
text15,1,3,is,be,AUX,
text15,1,4,an,an,DET,
text15,1,5,interesting,interesting,ADJ,
text15,1,6,physical,physical,ADJ,
text15,1,7,character,character,NOUN,
text15,1,8,in,in,ADP,
text15,1,9,some,some,DET,
text15,1,10,developing,develop,VERB,
text15,1,11,countries,country,NOUN,
text15,1,12,",",",",PUNCT,
text15,1,13,especially,especially,ADV,
text15,1,14,China,China,PROPN,GPE_B
text15,1,15,.,.,PUNCT,
text15,2,1,This,this,DET,
text15,2,2,study,study,NOUN,
text15,2,3,aims,aim,VERB,
text15,2,4,to,to,PART,
text15,2,5,discover,discover,VERB,
text15,2,6,the,the,DET,
text15,2,7,direct,direct,ADJ,
text15,2,8,and,and,CCONJ,
text15,2,9,mediated,mediated,ADJ,
text15,2,10,effects,effect,NOUN,
text15,2,11,of,of,ADP,
text15,2,12,land,land,NOUN,
text15,2,13,fragmentation,fragmentation,NOUN,
text15,2,14,on,on,ADP,
text15,2,15,collective,collective,ADJ,
text15,2,16,action,action,NOUN,
text15,2,17,in,in,ADP,
text15,2,18,China,China,PROPN,GPE_B
text15,2,19,based,base,VERB,
text15,2,20,on,on,ADP,
text15,2,21,an,an,DET,
text15,2,22,empirical,empirical,ADJ,
text15,2,23,test,test,NOUN,
text15,2,24,and,and,CCONJ,
text15,2,25,the,the,DET,
text15,2,26,social,social,ADJ,
text15,2,27,-,-,PUNCT,
text15,2,28,ecological,ecological,ADJ,
text15,2,29,system,system,NOUN,
text15,2,30,framework,framework,NOUN,
text15,2,31,.,.,PUNCT,
text15,3,1,We,we,PRON,
text15,3,2,introduce,introduce,VERB,
text15,3,3,three,three,NUM,CARDINAL_B
text15,3,4,innovations,innovation,NOUN,
text15,3,5,to,to,ADP,
text15,3,6,the,the,DET,
text15,3,7,literature,literature,NOUN,
text15,3,8,on,on,ADP,
text15,3,9,collective,collective,ADJ,
text15,3,10,action,action,NOUN,
text15,3,11,in,in,ADP,
text15,3,12,the,the,DET,
text15,3,13,commons,common,NOUN,
text15,3,14,.,.,PUNCT,
text15,4,1,First,first,ADV,ORDINAL_B
text15,4,2,",",",",PUNCT,
text15,4,3,we,we,PRON,
text15,4,4,focus,focus,VERB,
text15,4,5,on,on,ADP,
text15,4,6,the,the,DET,
text15,4,7,mechanism,mechanism,NOUN,
text15,4,8,of,of,ADP,
text15,4,9,land,land,NOUN,
text15,4,10,fragmentation,fragmentation,NOUN,
text15,4,11,on,on,ADP,
text15,4,12,collective,collective,ADJ,
text15,4,13,action,action,NOUN,
text15,4,14,in,in,ADP,
text15,4,15,the,the,DET,
text15,4,16,commons,common,NOUN,
text15,4,17,",",",",PUNCT,
text15,4,18,which,which,PRON,
text15,4,19,has,have,AUX,
text15,4,20,been,be,AUX,
text15,4,21,largely,largely,ADV,
text15,4,22,ignored,ignore,VERB,
text15,4,23,in,in,ADP,
text15,4,24,the,the,DET,
text15,4,25,literature,literature,NOUN,
text15,4,26,.,.,PUNCT,
text15,5,1,Second,second,ADV,ORDINAL_B
text15,5,2,",",",",PUNCT,
text15,5,3,building,build,VERB,
text15,5,4,on,on,ADP,
text15,5,5,the,the,DET,
text15,5,6,social,social,ADJ,
text15,5,7,-,-,PUNCT,
text15,5,8,ecological,ecological,ADJ,
text15,5,9,system,system,NOUN,
text15,5,10,framework,framework,NOUN,
text15,5,11,",",",",PUNCT,
text15,5,12,we,we,PRON,
text15,5,13,use,use,VERB,
text15,5,14,structural,structural,ADJ,
text15,5,15,equation,equation,NOUN,
text15,5,16,modeling,modeling,NOUN,
text15,5,17,",",",",PUNCT,
text15,5,18,which,which,PRON,
text15,5,19,is,be,AUX,
text15,5,20,robust,robust,ADJ,
text15,5,21,to,to,ADP,
text15,5,22,endogeneity,endogeneity,NOUN,
text15,5,23,and,and,CCONJ,
text15,5,24,latent,latent,ADJ,
text15,5,25,variable,variable,ADJ,
text15,5,26,problems,problem,NOUN,
text15,5,27,.,.,PUNCT,
text15,6,1,Third,third,ADV,ORDINAL_B
text15,6,2,",",",",PUNCT,
text15,6,3,we,we,PRON,
text15,6,4,use,use,VERB,
text15,6,5,original,original,ADJ,
text15,6,6,survey,survey,NOUN,
text15,6,7,data,datum,NOUN,
text15,6,8,from,from,ADP,
text15,6,9,3895,3895,NUM,CARDINAL_B
text15,6,10,households,household,NOUN,
text15,6,11,and,and,CCONJ,
text15,6,12,284,284,NUM,CARDINAL_B
text15,6,13,villages,village,NOUN,
text15,6,14,from,from,ADP,
text15,6,15,17,17,NUM,CARDINAL_B
text15,6,16,provinces,province,NOUN,
text15,6,17,/,/,SYM,
text15,6,18,regions,region,NOUN,
text15,6,19,in,in,ADP,
text15,6,20,China,China,PROPN,GPE_B
text15,6,21,",",",",PUNCT,
text15,6,22,a,a,DET,
text15,6,23,critical,critical,ADJ,
text15,6,24,case,case,NOUN,
text15,6,25,because,because,SCONJ,
text15,6,26,China,China,PROPN,GPE_B
text15,6,27,has,have,VERB,
text15,6,28,some,some,PRON,
text15,6,29,of,of,ADP,
text15,6,30,the,the,DET,
text15,6,31,most,most,ADV,
text15,6,32,fragmented,fragmented,ADJ,
text15,6,33,farmland,farmland,NOUN,
text15,6,34,use,use,NOUN,
text15,6,35,in,in,ADP,
text15,6,36,the,the,DET,
text15,6,37,world,world,NOUN,
text15,6,38,.,.,PUNCT,
text15,7,1,We,we,PRON,
text15,7,2,find,find,VERB,
text15,7,3,that,that,SCONJ,
text15,7,4,land,land,NOUN,
text15,7,5,fragmentation,fragmentation,NOUN,
text15,7,6,has,have,VERB,
text15,7,7,a,a,DET,
text15,7,8,direct,direct,ADJ,
text15,7,9,negative,negative,ADJ,
text15,7,10,effect,effect,NOUN,
text15,7,11,on,on,ADP,
text15,7,12,irrigation,irrigation,NOUN,
text15,7,13,collective,collective,ADJ,
text15,7,14,action,action,NOUN,
text15,7,15,.,.,PUNCT,
text15,8,1,And,and,CCONJ,
text15,8,2,besides,besides,SCONJ,
text15,8,3,the,the,DET,
text15,8,4,direct,direct,ADJ,
text15,8,5,negative,negative,ADJ,
text15,8,6,effect,effect,NOUN,
text15,8,7,",",",",PUNCT,
text15,8,8,there,there,PRON,
text15,8,9,are,be,VERB,
text15,8,10,four,four,NUM,CARDINAL_B
text15,8,11,indirect,indirect,ADJ,
text15,8,12,factors,factor,NOUN,
text15,8,13,:,:,PUNCT,
text15,8,14,dependency,dependency,NOUN,
text15,8,15,on,on,ADP,
text15,8,16,farming,farming,NOUN,
text15,8,17,",",",",PUNCT,
text15,8,18,irrigation,irrigation,NOUN,
text15,8,19,rule,rule,NOUN,
text15,8,20,-,-,PUNCT,
text15,8,21,making,making,NOUN,
text15,8,22,",",",",PUNCT,
text15,8,23,economic,economic,ADJ,
text15,8,24,pressure,pressure,NOUN,
text15,8,25,and,and,CCONJ,
text15,8,26,land,land,NOUN,
text15,8,27,circulation,circulation,NOUN,
text15,8,28,.,.,PUNCT,
text15,9,1,Of,of,ADP,
text15,9,2,these,these,PRON,
text15,9,3,",",",",PUNCT,
text15,9,4,the,the,DET,
text15,9,5,first,first,ADJ,ORDINAL_B
text15,9,6,three,three,NUM,CARDINAL_B
text15,9,7,have,have,VERB,
text15,9,8,a,a,DET,
text15,9,9,negative,negative,ADJ,
text15,9,10,effect,effect,NOUN,
text15,9,11,",",",",PUNCT,
text15,9,12,and,and,CCONJ,
text15,9,13,the,the,DET,
text15,9,14,last,last,ADJ,
text15,9,15,one,one,NOUN,
text15,9,16,",",",",PUNCT,
text15,9,17,a,a,DET,
text15,9,18,positive,positive,ADJ,
text15,9,19,effect,effect,NOUN,
text15,9,20,.,.,PUNCT,
text15,10,1,Our,our,PRON,
text15,10,2,findings,finding,NOUN,
text15,10,3,add,add,VERB,
text15,10,4,to,to,ADP,
text15,10,5,the,the,DET,
text15,10,6,theoretical,theoretical,ADJ,
text15,10,7,literature,literature,NOUN,
text15,10,8,on,on,ADP,
text15,10,9,collective,collective,ADJ,
text15,10,10,action,action,NOUN,
text15,10,11,in,in,ADP,
text15,10,12,the,the,DET,
text15,10,13,commons,common,NOUN,
text15,10,14,and,and,CCONJ,
text15,10,15,suggest,suggest,VERB,
text15,10,16,new,new,ADJ,
text15,10,17,policy,policy,NOUN,
text15,10,18,handles,handle,NOUN,
text15,10,19,for,for,ADP,
text15,10,20,more,more,ADV,
text15,10,21,efficient,efficient,ADJ,
text15,10,22,land,land,NOUN,
text15,10,23,and,and,CCONJ,
text15,10,24,labor,labor,NOUN,
text15,10,25,markets,market,NOUN,
text15,10,26,in,in,ADP,
text15,10,27,China,China,PROPN,GPE_B
text15,10,28,.,.,PUNCT,
text16,1,1,Groundwater,Groundwater,PROPN,
text16,1,2,is,be,AUX,
text16,1,3,critical,critical,ADJ,
text16,1,4,to,to,ADP,
text16,1,5,human,human,ADJ,
text16,1,6,survival,survival,NOUN,
text16,1,7,",",",",PUNCT,
text16,1,8,however,however,ADV,
text16,1,9,",",",",PUNCT,
text16,1,10,it,it,PRON,
text16,1,11,has,have,AUX,
text16,1,12,constantly,constantly,ADV,
text16,1,13,been,be,AUX,
text16,1,14,overexploited,overexploit,VERB,
text16,1,15,around,around,ADP,
text16,1,16,the,the,DET,
text16,1,17,world,world,NOUN,
text16,1,18,.,.,PUNCT,
text16,2,1,Despite,despite,SCONJ,
text16,2,2,hydrological,hydrological,ADJ,
text16,2,3,causes,cause,NOUN,
text16,2,4,and,and,CCONJ,
text16,2,5,the,the,DET,
text16,2,6,effects,effect,NOUN,
text16,2,7,of,of,ADP,
text16,2,8,global,global,ADJ,
text16,2,9,climate,climate,NOUN,
text16,2,10,change,change,NOUN,
text16,2,11,",",",",PUNCT,
text16,2,12,groundwater,groundwater,NOUN,
text16,2,13,governance,governance,NOUN,
text16,2,14,has,have,VERB,
text16,2,15,an,an,DET,
text16,2,16,essential,essential,ADJ,
text16,2,17,role,role,NOUN,
text16,2,18,to,to,PART,
text16,2,19,play,play,VERB,
text16,2,20,in,in,ADP,
text16,2,21,causing,cause,VERB,
text16,2,22,or,or,CCONJ,
text16,2,23,preventing,prevent,VERB,
text16,2,24,such,such,ADJ,
text16,2,25,overexploitation,overexploitation,NOUN,
text16,2,26,.,.,PUNCT,
text16,3,1,This,this,DET,
text16,3,2,paper,paper,NOUN,
text16,3,3,presented,present,VERB,
text16,3,4,a,a,DET,
text16,3,5,case,case,NOUN,
text16,3,6,of,of,ADP,
text16,3,7,groundwater,groundwater,NOUN,
text16,3,8,governance,governance,NOUN,
text16,3,9,in,in,ADP,
text16,3,10,Lijiang,Lijiang,PROPN,GPE_B
text16,3,11,",",",",PUNCT,
text16,3,12,renowned,renowne,VERB,
text16,3,13,for,for,ADP,
text16,3,14,its,its,PRON,
text16,3,15,natural,natural,ADJ,
text16,3,16,beauty,beauty,NOUN,
text16,3,17,and,and,CCONJ,
text16,3,18,exotic,exotic,ADJ,
text16,3,19,cultures,culture,NOUN,
text16,3,20,",",",",PUNCT,
text16,3,21,located,locate,VERB,
text16,3,22,in,in,ADP,
text16,3,23,northwest,northwest,PROPN,
text16,3,24,Yunnan,Yunnan,PROPN,GPE_B
text16,3,25,",",",",PUNCT,
text16,3,26,China,China,PROPN,GPE_B
text16,3,27,.,.,PUNCT,
text16,4,1,Since,since,SCONJ,
text16,4,2,being,be,AUX,
text16,4,3,designated,designate,VERB,
text16,4,4,as,as,ADP,
text16,4,5,a,a,DET,
text16,4,6,UNESCO,UNESCO,PROPN,ORG_B
text16,4,7,World,World,PROPN,ORG_I
text16,4,8,Heritage,Heritage,PROPN,ORG_I
text16,4,9,site,site,NOUN,
text16,4,10,in,in,ADP,
text16,4,11,the,the,DET,DATE_B
text16,4,12,1990s,1990,NOUN,DATE_I
text16,4,13,",",",",PUNCT,
text16,4,14,Lijiang,Lijiang,PROPN,GPE_B
text16,4,15,has,have,AUX,
text16,4,16,experienced,experience,VERB,
text16,4,17,dramatic,dramatic,ADJ,
text16,4,18,tourism,tourism,NOUN,
text16,4,19,development,development,NOUN,
text16,4,20,",",",",PUNCT,
text16,4,21,which,which,PRON,
text16,4,22,eventually,eventually,ADV,
text16,4,23,escalated,escalate,VERB,
text16,4,24,its,its,PRON,
text16,4,25,groundwater,groundwater,NOUN,
text16,4,26,crisis,crisis,NOUN,
text16,4,27,.,.,PUNCT,
text16,5,1,This,this,DET,
text16,5,2,paper,paper,NOUN,
text16,5,3,applied,apply,VERB,
text16,5,4,the,the,DET,
text16,5,5,diagnostic,diagnostic,ADJ,
text16,5,6,approach,approach,NOUN,
text16,5,7,of,of,ADP,
text16,5,8,social,social,ADJ,
text16,5,9,-,-,PUNCT,
text16,5,10,ecological,ecological,ADJ,
text16,5,11,systems,system,NOUN,
text16,5,12,to,to,PART,
text16,5,13,analyse,analyse,VERB,
text16,5,14,the,the,DET,
text16,5,15,institutionalised,institutionalise,VERB,
text16,5,16,governance,governance,NOUN,
text16,5,17,process,process,NOUN,
text16,5,18,in,in,ADP,
text16,5,19,the,the,DET,
text16,5,20,case,case,NOUN,
text16,5,21,of,of,ADP,
text16,5,22,Lijiang,Lijiang,PROPN,GPE_B
text16,5,23,and,and,CCONJ,
text16,5,24,substantiated,substantiate,VERB,
text16,5,25,the,the,DET,
text16,5,26,effectiveness,effectiveness,NOUN,
text16,5,27,of,of,ADP,
text16,5,28,the,the,DET,ORG_B
text16,5,29,Social,Social,PROPN,ORG_I
text16,5,30,-,-,PUNCT,ORG_I
text16,5,31,Ecological,Ecological,PROPN,ORG_I
text16,5,32,Systems,Systems,PROPN,ORG_I
text16,5,33,(,(,PUNCT,
text16,5,34,SES,SES,PROPN,
text16,5,35,),),PUNCT,
text16,5,36,approach,approach,NOUN,
text16,5,37,in,in,ADP,
text16,5,38,explaining,explain,VERB,
text16,5,39,groundwater,groundwater,NOUN,
text16,5,40,management,management,NOUN,
text16,5,41,issues,issue,NOUN,
text16,5,42,.,.,PUNCT,
text16,6,1,Two,two,NUM,CARDINAL_B
text16,6,2,significant,significant,ADJ,
text16,6,3,findings,finding,NOUN,
text16,6,4,were,be,AUX,
text16,6,5,drawn,draw,VERB,
text16,6,6,in,in,ADP,
text16,6,7,the,the,DET,
text16,6,8,case,case,NOUN,
text16,6,9,of,of,ADP,
text16,6,10,Lijiang,Lijiang,PROPN,GPE_B
text16,6,11,.,.,PUNCT,
text16,7,1,First,first,ADV,ORDINAL_B
text16,7,2,",",",",PUNCT,
text16,7,3,institutional,institutional,ADJ,
